UTCTimeStamp,LocalTimeStamp,Analogue CT 1 (kWh),Analogue CT 2 (kWh),Analogue CT 3 (kWh),Analogue CT 4 (kWh),Analogue CT 5 (kWh),Analogue CT 6 (kWh),Analogue CT 7 (kWh),Analogue CT 8 (kWh)
25/01/2013 06:30:00,25/01/2013 06:30:00,0,0,0,0,0,0,0,0
25/01/2013 07:00:00,25/01/2013 07:00:00,0,0,0,0,0,0,0,0
25/01/2013 07:30:00,25/01/2013 07:30:00,0,0,0,0,0,0,0,0
25/01/2013 08:00:00,25/01/2013 08:00:00,0,0,0,0,0,0,0,0
25/01/2013 08:30:00,25/01/2013 08:30:00,0,0,0,0,0,0,0,0
25/01/2013 09:00:00,25/01/2013 09:00:00,0,0,0,0,0,0,0,0
25/01/2013 09:30:00,25/01/2013 09:30:00,0,0,0,0,0,0,0,0
25/01/2013 10:00:00,25/01/2013 10:00:00,0,0,0,0,0,0,0,0
25/01/2013 10:30:00,25/01/2013 10:30:00,0,0,0,0,0,0,0,0
25/01/2013 11:00:00,25/01/2013 11:00:00,0,0,0,0,0,0,0,0
25/01/2013 11:30:00,25/01/2013 11:30:00,0,0,0,0,0,0,0,0
25/01/2013 12:00:00,25/01/2013 12:00:00,0,0,0,0,0,0,0,0
25/01/2013 12:30:00,25/01/2013 12:30:00,0,0,0,0,0,0,0,0
25/01/2013 13:00:00,25/01/2013 13:00:00,0,0,0,0,0,0,0,0
25/01/2013 13:30:00,25/01/2013 13:30:00,0,0,0,0,0,0,0,0
25/01/2013 14:00:00,25/01/2013 14:00:00,0,0,0,0,0,0,0,0
25/01/2013 14:30:00,25/01/2013 14:30:00,0,0,0,0,0,0,0,0
25/01/2013 15:00:00,25/01/2013 15:00:00,0,0,0,0,0,0,0,0
25/01/2013 15:30:00,25/01/2013 15:30:00,0,0,0,0,0,0,0,0
25/01/2013 16:00:00,25/01/2013 16:00:00,0,0,0,0,0,0,0,0
25/01/2013 16:30:00,25/01/2013 16:30:00,0,0,0,0,0,0,0,0
25/01/2013 17:00:00,25/01/2013 17:00:00,0,0,0,0,0,0,0,0
25/01/2013 17:30:00,25/01/2013 17:30:00,0,0,0,0,0,0,0,0
25/01/2013 18:00:00,25/01/2013 18:00:00,0,0,0,0,0,0,0,0
25/01/2013 18:30:00,25/01/2013 18:30:00,0,0,0,0,0,0,0,0
25/01/2013 19:00:00,25/01/2013 19:00:00,0,0,0,0,0,0,0,0
25/01/2013 19:30:00,25/01/2013 19:30:00,0,0,0,0,0,0,0,0
25/01/2013 20:00:00,25/01/2013 20:00:00,0,0,0,0,0,0,0,0
25/01/2013 20:30:00,25/01/2013 20:30:00,0,0,0,0,0,0,0,0
25/01/2013 21:00:00,25/01/2013 21:00:00,0,0,0,0,0,0,0,0
25/01/2013 21:30:00,25/01/2013 21:30:00,0,0,0,0,0,0,0,0
25/01/2013 22:00:00,25/01/2013 22:00:00,0,0,0,0,0,0,0,0
25/01/2013 22:30:00,25/01/2013 22:30:00,0,0,0,0,0,0,0,0
25/01/2013 23:00:00,25/01/2013 23:00:00,0,0,0,0,0,0,0,0
25/01/2013 23:30:00,25/01/2013 23:30:00,0,0,0,0,0,0,0,0
26/01/2013 00:00:00,26/01/2013 00:00:00,0,0,0,0,0,0,0,0
26/01/2013 00:30:00,26/01/2013 00:30:00,0,0,0,0,0,0,0,0
26/01/2013 01:00:00,26/01/2013 01:00:00,0,0,0,0,0,0,0,0
26/01/2013 01:30:00,26/01/2013 01:30:00,0,0,0,0,0,0,0,0
26/01/2013 02:00:00,26/01/2013 02:00:00,0,0,0,0,0,0,0,0
26/01/2013 02:30:00,26/01/2013 02:30:00,0,0,0,0,0,0,0,0
26/01/2013 03:00:00,26/01/2013 03:00:00,0,0,0,0,0,0,0,0
26/01/2013 03:30:00,26/01/2013 03:30:00,0,0,0,0,0,0,0,0
26/01/2013 04:00:00,26/01/2013 04:00:00,0,0,0,0,0,0,0,0
26/01/2013 04:30:00,26/01/2013 04:30:00,0,0,0,0,0,0,0,0
26/01/2013 05:00:00,26/01/2013 05:00:00,0,0,0,0,0,0,0,0
26/01/2013 05:30:00,26/01/2013 05:30:00,0,0,0,0,0,0,0,0
26/01/2013 06:00:00,26/01/2013 06:00:00,0,0,0,0,0,0,0,0
26/01/2013 06:30:00,26/01/2013 06:30:00,0,0,0,0,0,0,0,0
26/01/2013 07:00:00,26/01/2013 07:00:00,0,0,0,0,0,0,0,0
26/01/2013 07:30:00,26/01/2013 07:30:00,0,0,0,0,0,0,0,0
26/01/2013 08:00:00,26/01/2013 08:00:00,0,0,0,0,0,0,0,0
26/01/2013 08:30:00,26/01/2013 08:30:00,0,0,0,0,0,0,0,0
26/01/2013 09:00:00,26/01/2013 09:00:00,0,0,0,0,0,0,0,0
26/01/2013 09:30:00,26/01/2013 09:30:00,0,0,0,0,0,0,0,0
26/01/2013 10:00:00,26/01/2013 10:00:00,0,0,0,0,0,0,0,0
26/01/2013 10:30:00,26/01/2013 10:30:00,0,0,0,0,0,0,0,0
26/01/2013 11:00:00,26/01/2013 11:00:00,0,0,0,0,0,0,0,0
26/01/2013 11:30:00,26/01/2013 11:30:00,0,0,0,0,0,0,0,0
26/01/2013 12:00:00,26/01/2013 12:00:00,0,0,0,0,0,0,0,0
26/01/2013 12:30:00,26/01/2013 12:30:00,0,0,0,0,0,0,0,0
26/01/2013 13:00:00,26/01/2013 13:00:00,0,0,0,0,0,0,0,0
26/01/2013 13:30:00,26/01/2013 13:30:00,0,0,0,0,0,0,0,0
26/01/2013 14:00:00,26/01/2013 14:00:00,0,0,0,0,0,0,0,0
26/01/2013 14:30:00,26/01/2013 14:30:00,0,0,0,0,0,0,0,0
26/01/2013 15:00:00,26/01/2013 15:00:00,0,0,0,0,0,0,0,0
26/01/2013 15:30:00,26/01/2013 15:30:00,0,0,0,0,0,0,0,0
26/01/2013 16:00:00,26/01/2013 16:00:00,0,0,0,0,0,0,0,0
26/01/2013 16:30:00,26/01/2013 16:30:00,0,0,0,0,0,0,0,0
26/01/2013 17:00:00,26/01/2013 17:00:00,0,0,0,0,0,0,0,0
26/01/2013 17:30:00,26/01/2013 17:30:00,0,0,0,0,0,0,0,0
26/01/2013 18:00:00,26/01/2013 18:00:00,0,0,0,0,0,0,0,0
26/01/2013 18:30:00,26/01/2013 18:30:00,0,0,0,0,0,0,0,0
26/01/2013 19:00:00,26/01/2013 19:00:00,0,0,0,0,0,0,0,0
26/01/2013 19:30:00,26/01/2013 19:30:00,0,0,0,0,0,0,0,0
26/01/2013 20:00:00,26/01/2013 20:00:00,0,0,0,0,0,0,0,0
26/01/2013 20:30:00,26/01/2013 20:30:00,0,0,0,0,0,0,0,0
26/01/2013 21:00:00,26/01/2013 21:00:00,0,0,0,0,0,0,0,0
26/01/2013 21:30:00,26/01/2013 21:30:00,0,0,0,0,0,0,0,0
26/01/2013 22:00:00,26/01/2013 22:00:00,0,0,0,0,0,0,0,0
26/01/2013 22:30:00,26/01/2013 22:30:00,0,0,0,0,0,0,0,0
26/01/2013 23:00:00,26/01/2013 23:00:00,0,0,0,0,0,0,0,0
26/01/2013 23:30:00,26/01/2013 23:30:00,0,0,0,0,0,0,0,0
27/01/2013 00:00:00,27/01/2013 00:00:00,0,0,0,0,0,0,0,0
27/01/2013 00:30:00,27/01/2013 00:30:00,0,0,0,0,0,0,0,0
27/01/2013 01:00:00,27/01/2013 01:00:00,0,0,0,0,0,0,0,0
27/01/2013 01:30:00,27/01/2013 01:30:00,0,0,0,0,0,0,0,0
27/01/2013 02:00:00,27/01/2013 02:00:00,0,0,0,0,0,0,0,0
27/01/2013 02:30:00,27/01/2013 02:30:00,0,0,0,0,0,0,0,0
27/01/2013 03:00:00,27/01/2013 03:00:00,0,0,0,0,0,0,0,0
27/01/2013 03:30:00,27/01/2013 03:30:00,0,0,0,0,0,0,0,0
27/01/2013 04:00:00,27/01/2013 04:00:00,0,0,0,0,0,0,0,0
27/01/2013 04:30:00,27/01/2013 04:30:00,0,0,0,0,0,0,0,0
27/01/2013 05:00:00,27/01/2013 05:00:00,0,0,0,0,0,0,0,0
27/01/2013 05:30:00,27/01/2013 05:30:00,0,0,0,0,0,0,0,0
27/01/2013 06:00:00,27/01/2013 06:00:00,0,0,0,0,0,0,0,0
27/01/2013 06:30:00,27/01/2013 06:30:00,0,0,0,0,0,0,0,0
27/01/2013 07:00:00,27/01/2013 07:00:00,0,0,0,0,0,0,0,0
27/01/2013 07:30:00,27/01/2013 07:30:00,0,0,0,0,0,0,0,0
27/01/2013 08:00:00,27/01/2013 08:00:00,0,0,0,0,0,0,0,0
27/01/2013 08:30:00,27/01/2013 08:30:00,0,0,0,0,0,0,0,0
27/01/2013 09:00:00,27/01/2013 09:00:00,0,0,0,0,0,0,0,0
27/01/2013 09:30:00,27/01/2013 09:30:00,0,0,0,0,0,0,0,0
27/01/2013 10:00:00,27/01/2013 10:00:00,0,0,0,0,0,0,0,0
27/01/2013 10:30:00,27/01/2013 10:30:00,0,0,0,0,0,0,0,0
27/01/2013 11:00:00,27/01/2013 11:00:00,0,0,0,0,0,0,0,0
27/01/2013 11:30:00,27/01/2013 11:30:00,0,0,0,0,0,0,0,0
27/01/2013 12:00:00,27/01/2013 12:00:00,0,0,0,0,0,0,0,0
27/01/2013 12:30:00,27/01/2013 12:30:00,0,0,0,0,0,0,0,0
27/01/2013 13:00:00,27/01/2013 13:00:00,0,0,0,0,0,0,0,0
27/01/2013 13:30:00,27/01/2013 13:30:00,0,0,0,0,0,0,0,0
27/01/2013 14:00:00,27/01/2013 14:00:00,0,0,0,0,0,0,0,0
27/01/2013 14:30:00,27/01/2013 14:30:00,0,0,0,0,0,0,0,0
27/01/2013 15:00:00,27/01/2013 15:00:00,0,0,0,0,0,0,0,0
27/01/2013 15:30:00,27/01/2013 15:30:00,0,0,0,0,0,0,0,0
27/01/2013 16:00:00,27/01/2013 16:00:00,0,0,0,0,0,0,0,0
27/01/2013 16:30:00,27/01/2013 16:30:00,0,0,0,0,0,0,0,0
27/01/2013 17:00:00,27/01/2013 17:00:00,0,0,0,0,0,0,0,0
27/01/2013 17:30:00,27/01/2013 17:30:00,0,0,0,0,0,0,0,0
27/01/2013 18:00:00,27/01/2013 18:00:00,0,0,0,0,0,0,0,0
27/01/2013 18:30:00,27/01/2013 18:30:00,0,0,0,0,0,0,0,0
27/01/2013 19:00:00,27/01/2013 19:00:00,0,0,0,0,0,0,0,0
27/01/2013 19:30:00,27/01/2013 19:30:00,0,0,0,0,0,0,0,0
27/01/2013 20:00:00,27/01/2013 20:00:00,0,0,0,0,0,0,0,0
27/01/2013 20:30:00,27/01/2013 20:30:00,0,0,0,0,0,0,0,0
27/01/2013 21:00:00,27/01/2013 21:00:00,0,0,0,0,0,0,0,0
27/01/2013 21:30:00,27/01/2013 21:30:00,0,0,0,0,0,0,0,0
27/01/2013 22:00:00,27/01/2013 22:00:00,0,0,0,0,0,0,0,0
27/01/2013 22:30:00,27/01/2013 22:30:00,0,0,0,0,0,0,0,0
27/01/2013 23:00:00,27/01/2013 23:00:00,0,0,0,0,0,0,0,0
27/01/2013 23:30:00,27/01/2013 23:30:00,0,0,0,0,0,0,0,0
28/01/2013 00:00:00,28/01/2013 00:00:00,0,0,0,0,0,0,0,0
28/01/2013 00:30:00,28/01/2013 00:30:00,0,0,0,0,0,0,0,0
28/01/2013 01:00:00,28/01/2013 01:00:00,0,0,0,0,0,0,0,0
28/01/2013 01:30:00,28/01/2013 01:30:00,0,0,0,0,0,0,0,0
28/01/2013 02:00:00,28/01/2013 02:00:00,0,0,0,0,0,0,0,0
28/01/2013 02:30:00,28/01/2013 02:30:00,0,0,0,0,0,0,0,0
28/01/2013 03:00:00,28/01/2013 03:00:00,0,0,0,0,0,0,0,0
28/01/2013 03:30:00,28/01/2013 03:30:00,0,0,0,0,0,0,0,0
28/01/2013 04:00:00,28/01/2013 04:00:00,0,0,0,0,0,0,0,0
28/01/2013 04:30:00,28/01/2013 04:30:00,0,0,0,0,0,0,0,0
28/01/2013 05:00:00,28/01/2013 05:00:00,0,0,0,0,0,0,0,0
28/01/2013 05:30:00,28/01/2013 05:30:00,0,0,0,0,0,0,0,0
28/01/2013 06:00:00,28/01/2013 06:00:00,0,0,0,0,0,0,0,0
28/01/2013 06:30:00,28/01/2013 06:30:00,0,0,0,0,0,0,0,0
28/01/2013 07:00:00,28/01/2013 07:00:00,0,0,0,0,0,0,0,0
28/01/2013 07:30:00,28/01/2013 07:30:00,0,0,0,0,0,0,0,0
28/01/2013 08:00:00,28/01/2013 08:00:00,0,0,0,0,0,0,0,0
28/01/2013 08:30:00,28/01/2013 08:30:00,0,0,0,0,0,0,0,0
28/01/2013 09:00:00,28/01/2013 09:00:00,0,0,0,0,0,0,0,0
28/01/2013 09:30:00,28/01/2013 09:30:00,0,0,0,0,0,0,0,0
28/01/2013 10:00:00,28/01/2013 10:00:00,0,0,0,0,0,0,0,0
28/01/2013 10:30:00,28/01/2013 10:30:00,0,0,0,0,0,0,0,0
28/01/2013 11:00:00,28/01/2013 11:00:00,0,0,0,0,0,0,0,0
28/01/2013 11:30:00,28/01/2013 11:30:00,0,0,0,0,0,0,0,0
28/01/2013 12:00:00,28/01/2013 12:00:00,0,0,0,0,0,0,0,0
28/01/2013 12:30:00,28/01/2013 12:30:00,0,0,0,0,0,0,0,0
28/01/2013 13:00:00,28/01/2013 13:00:00,0,0,0,0,0,0,0,0
28/01/2013 13:30:00,28/01/2013 13:30:00,0,0,0,0,0,0,0,0
28/01/2013 14:00:00,28/01/2013 14:00:00,0,0,0,0,0,0,0,0
28/01/2013 14:30:00,28/01/2013 14:30:00,0,0,0,0,0,0,0,0
28/01/2013 15:00:00,28/01/2013 15:00:00,0,0,0,0,0,0,0,0
28/01/2013 15:30:00,28/01/2013 15:30:00,0,0,0,0,0,0,0,0
28/01/2013 16:00:00,28/01/2013 16:00:00,0,0,0,0,0,0,0,0
28/01/2013 16:30:00,28/01/2013 16:30:00,0,0,0,0,0,0,0,0
28/01/2013 17:00:00,28/01/2013 17:00:00,0,0,0,0,0,0,0,0
28/01/2013 17:30:00,28/01/2013 17:30:00,0,0,0,0,0,0,0,0
28/01/2013 18:00:00,28/01/2013 18:00:00,0,0,0,0,0,0,0,0
28/01/2013 18:30:00,28/01/2013 18:30:00,0,0,0,0,0,0,0,0
28/01/2013 19:00:00,28/01/2013 19:00:00,0,0,0,0,0,0,0,0
28/01/2013 19:30:00,28/01/2013 19:30:00,0,0,0,0,0,0,0,0
28/01/2013 20:00:00,28/01/2013 20:00:00,0,0,0,0,0,0,0,0
28/01/2013 20:30:00,28/01/2013 20:30:00,0,0,0,0,0,0,0,0
28/01/2013 21:00:00,28/01/2013 21:00:00,0,0,0,0,0,0,0,0
28/01/2013 21:30:00,28/01/2013 21:30:00,0,0,0,0,0,0,0,0
28/01/2013 22:00:00,28/01/2013 22:00:00,0,0,0,0,0,0,0,0
28/01/2013 22:30:00,28/01/2013 22:30:00,0,0,0,0,0,0,0,0
28/01/2013 23:00:00,28/01/2013 23:00:00,0,0,0,0,0,0,0,0
28/01/2013 23:30:00,28/01/2013 23:30:00,0,0,0,0,0,0,0,0
29/01/2013 00:00:00,29/01/2013 00:00:00,0,0,0,0,0,0,0,0
29/01/2013 00:30:00,29/01/2013 00:30:00,0,0,0,0,0,0,0,0
29/01/2013 01:00:00,29/01/2013 01:00:00,0,0,0,0,0,0,0,0
29/01/2013 01:30:00,29/01/2013 01:30:00,0,0,0,0,0,0,0,0
29/01/2013 02:00:00,29/01/2013 02:00:00,0,0,0,0,0,0,0,0
29/01/2013 02:30:00,29/01/2013 02:30:00,0,0,0,0,0,0,0,0
29/01/2013 03:00:00,29/01/2013 03:00:00,0,0,0,0,0,0,0,0
29/01/2013 03:30:00,29/01/2013 03:30:00,0,0,0,0,0,0,0,0
29/01/2013 04:00:00,29/01/2013 04:00:00,0,0,0,0,0,0,0,0
29/01/2013 04:30:00,29/01/2013 04:30:00,0,0,0,0,0,0,0,0
29/01/2013 05:00:00,29/01/2013 05:00:00,0,0,0,0,0,0,0,0
29/01/2013 05:30:00,29/01/2013 05:30:00,0,0,0,0,0,0,0,0
29/01/2013 06:00:00,29/01/2013 06:00:00,0,0,0,0,0,0,0,0
29/01/2013 06:30:00,29/01/2013 06:30:00,0,0,0,0,0,0,0,0
29/01/2013 07:00:00,29/01/2013 07:00:00,0,0,0,0,0,0,0,0
29/01/2013 07:30:00,29/01/2013 07:30:00,0,0,0,0,0,0,0,0
29/01/2013 08:00:00,29/01/2013 08:00:00,0,0,0,0,0,0,0,0
29/01/2013 08:30:00,29/01/2013 08:30:00,0,0,0,0,0,0,0,0
29/01/2013 09:00:00,29/01/2013 09:00:00,0,0,0,0,0,0,0,0
29/01/2013 09:30:00,29/01/2013 09:30:00,0,0,0,0,0,0,0,0
29/01/2013 10:00:00,29/01/2013 10:00:00,0,0,0,0,0,0,0,0
29/01/2013 10:30:00,29/01/2013 10:30:00,0,0,0,0,0,0,0,0
29/01/2013 11:00:00,29/01/2013 11:00:00,0,0,0,0,0,0,0,0
29/01/2013 11:30:00,29/01/2013 11:30:00,0,0,0,0,0,0,0,0
29/01/2013 12:00:00,29/01/2013 12:00:00,0,0,0,0,0,0,0,0
29/01/2013 12:30:00,29/01/2013 12:30:00,0,0,0,0,0,0,0,0
29/01/2013 13:00:00,29/01/2013 13:00:00,0,0,0,0,0,0,0,0
29/01/2013 13:30:00,29/01/2013 13:30:00,0,0,0,0,0,0,0,0
29/01/2013 14:00:00,29/01/2013 14:00:00,0,0,0,0,0,0,0,0
29/01/2013 14:30:00,29/01/2013 14:30:00,0,0,0,0,0,0,0,0
29/01/2013 15:00:00,29/01/2013 15:00:00,0,0,0,0,0,0,0,0
29/01/2013 15:30:00,29/01/2013 15:30:00,0,0,0,0,0,0,0,0
29/01/2013 16:00:00,29/01/2013 16:00:00,0,0,0,0,0,0,0,0
29/01/2013 16:30:00,29/01/2013 16:30:00,0,0,0,0,0,0,0,0
29/01/2013 17:00:00,29/01/2013 17:00:00,0,0,0,0,0,0,0,0
29/01/2013 17:30:00,29/01/2013 17:30:00,0,0,0,0,0,0,0,0
29/01/2013 18:00:00,29/01/2013 18:00:00,0,0,0,0,0,0,0,0
29/01/2013 18:30:00,29/01/2013 18:30:00,0,0,0,0,0,0,0,0
29/01/2013 19:00:00,29/01/2013 19:00:00,0,0,0,0,0,0,0,0
29/01/2013 19:30:00,29/01/2013 19:30:00,0,0,0,0,0,0,0,0
29/01/2013 20:00:00,29/01/2013 20:00:00,0,0,0,0,0,0,0,0
29/01/2013 20:30:00,29/01/2013 20:30:00,0,0,0,0,0,0,0,0
29/01/2013 21:00:00,29/01/2013 21:00:00,0,0,0,0,0,0,0,0
29/01/2013 21:30:00,29/01/2013 21:30:00,0,0,0,0,0,0,0,0
29/01/2013 22:00:00,29/01/2013 22:00:00,0,0,0,0,0,0,0,0
29/01/2013 22:30:00,29/01/2013 22:30:00,0,0,0,0,0,0,0,0
29/01/2013 23:00:00,29/01/2013 23:00:00,0,0,0,0,0,0,0,0
29/01/2013 23:30:00,29/01/2013 23:30:00,0,0,0,0,0,0,0,0
30/01/2013 00:00:00,30/01/2013 00:00:00,0,0,0,0,0,0,0,0
30/01/2013 00:30:00,30/01/2013 00:30:00,0,0,0,0,0,0,0,0
30/01/2013 01:00:00,30/01/2013 01:00:00,0,0,0,0,0,0,0,0
30/01/2013 01:30:00,30/01/2013 01:30:00,0,0,0,0,0,0,0,0
30/01/2013 02:00:00,30/01/2013 02:00:00,0,0,0,0,0,0,0,0
30/01/2013 02:30:00,30/01/2013 02:30:00,0,0,0,0,0,0,0,0
30/01/2013 03:00:00,30/01/2013 03:00:00,0,0,0,0,0,0,0,0
30/01/2013 03:30:00,30/01/2013 03:30:00,0,0,0,0,0,0,0,0
30/01/2013 04:00:00,30/01/2013 04:00:00,0,0,0,0,0,0,0,0
30/01/2013 04:30:00,30/01/2013 04:30:00,0,0,0,0,0,0,0,0
30/01/2013 05:00:00,30/01/2013 05:00:00,0,0,0,0,0,0,0,0
30/01/2013 05:30:00,30/01/2013 05:30:00,0,0,0,0,0,0,0,0
30/01/2013 06:00:00,30/01/2013 06:00:00,0,0,0,0,0,0,0,0
30/01/2013 06:30:00,30/01/2013 06:30:00,0,0,0,0,0,0,0,0
30/01/2013 07:00:00,30/01/2013 07:00:00,0,0,0,0,0,0,0,0
30/01/2013 07:30:00,30/01/2013 07:30:00,0,0,0,0,0,0,0,0
30/01/2013 08:00:00,30/01/2013 08:00:00,0,0,0,0,0,0,0,0
30/01/2013 08:30:00,30/01/2013 08:30:00,0,0,0,0,0,0,0,0
30/01/2013 09:00:00,30/01/2013 09:00:00,0,0,0,0,0,0,0,0
30/01/2013 09:30:00,30/01/2013 09:30:00,0,0,0,0,0,0,0,0
30/01/2013 10:00:00,30/01/2013 10:00:00,0,0,0,0,0,0,0,0
30/01/2013 10:30:00,30/01/2013 10:30:00,0,0,0,0,0,0,0,0
30/01/2013 11:00:00,30/01/2013 11:00:00,0,0,0,0,0,0,0,0
30/01/2013 11:30:00,30/01/2013 11:30:00,0,0,0,0,0,0,0,0
30/01/2013 12:00:00,30/01/2013 12:00:00,0,0,0,0,0,0,0,0
30/01/2013 12:30:00,30/01/2013 12:30:00,0,0,0,0,0,0,0,0
30/01/2013 13:00:00,30/01/2013 13:00:00,0,0,0,0,0,0,0,0
30/01/2013 13:30:00,30/01/2013 13:30:00,0,0,0,0,0,0,0,0
30/01/2013 14:00:00,30/01/2013 14:00:00,0,0,0,0,0,0,0,0
30/01/2013 14:30:00,30/01/2013 14:30:00,0,0,0,0,0,0,0,0
30/01/2013 15:00:00,30/01/2013 15:00:00,0,0,0,0,0,0,0,0
30/01/2013 15:30:00,30/01/2013 15:30:00,0,0,0,0,0,0,0,0
30/01/2013 16:00:00,30/01/2013 16:00:00,0,0,0,0,0,0,0,0
30/01/2013 16:30:00,30/01/2013 16:30:00,0,0,0,0,0,0,0,0
30/01/2013 17:00:00,30/01/2013 17:00:00,0,0,0,0,0,0,0,0
30/01/2013 17:30:00,30/01/2013 17:30:00,0,0,0,0,0,0,0,0
30/01/2013 18:00:00,30/01/2013 18:00:00,0,0,0,0,0,0,0,0
30/01/2013 18:30:00,30/01/2013 18:30:00,0,0,0,0,0,0,0,0
30/01/2013 19:00:00,30/01/2013 19:00:00,0,0,0,0,0,0,0,0
30/01/2013 19:30:00,30/01/2013 19:30:00,0,0,0,0,0,0,0,0
30/01/2013 20:00:00,30/01/2013 20:00:00,0,0,0,0,0,0,0,0
30/01/2013 20:30:00,30/01/2013 20:30:00,0,0,0,0,0,0,0,0
30/01/2013 21:00:00,30/01/2013 21:00:00,0,0,0,0,0,0,0,0
30/01/2013 21:30:00,30/01/2013 21:30:00,0,0,0,0,0,0,0,0
30/01/2013 22:00:00,30/01/2013 22:00:00,0,0,0,0,0,0,0,0
30/01/2013 22:30:00,30/01/2013 22:30:00,0,0,0,0,0,0,0,0
30/01/2013 23:00:00,30/01/2013 23:00:00,0,0,0,0,0,0,0,0
30/01/2013 23:30:00,30/01/2013 23:30:00,0,0,0,0,0,0,0,0
31/01/2013 00:00:00,31/01/2013 00:00:00,0,0,0,0,0,0,0,0
31/01/2013 00:30:00,31/01/2013 00:30:00,0,0,0,0,0,0,0,0
31/01/2013 01:00:00,31/01/2013 01:00:00,0,0,0,0,0,0,0,0
01/01/2013 00:30:00,01/01/2013 00:30:00,0,0,0,0,0,0,0,0
01/01/2013 01:00:00,01/01/2013 01:00:00,0,0,0,0,0,0,0,0
01/01/2013 01:30:00,01/01/2013 01:30:00,0,0,0,0,0,0,0,0
01/01/2013 02:00:00,01/01/2013 02:00:00,0,0,0,0,0,0,0,0
01/01/2013 00:30:00,01/01/2013 00:30:00,0,0,0,0,0,0,0,0
01/01/2013 01:00:00,01/01/2013 01:00:00,0,0,0,0,0,0,0,0
01/01/2013 01:30:00,01/01/2013 01:30:00,0,0,0,0,0,0,0,0
01/01/2013 02:00:00,01/01/2013 02:00:00,0,0,0,0,0,0,0,0
01/01/2013 02:30:00,01/01/2013 02:30:00,0,0,0,0,0,0,0,0
01/01/2013 03:00:00,01/01/2013 03:00:00,0,0,0,0,0,0,0,0
01/01/2013 03:30:00,01/01/2013 03:30:00,0,0,0,0,0,0,0,0
01/01/2013 04:00:00,01/01/2013 04:00:00,0,0,0,0,0,0,0,0
01/01/2013 04:30:00,01/01/2013 04:30:00,0,0,0,0,0,0,0,0
01/01/2013 05:00:00,01/01/2013 05:00:00,0,0,0,0,0,0,0,0
01/01/2013 05:30:00,01/01/2013 05:30:00,0,0,0,0,0,0,0,0
01/01/2013 06:00:00,01/01/2013 06:00:00,0,0,0,0,0,0,0,0
01/01/2013 06:30:00,01/01/2013 06:30:00,0,0,0,0,0,0,0,0
01/01/2013 07:00:00,01/01/2013 07:00:00,0,0,0,0,0,0,0,0
01/01/2013 07:30:00,01/01/2013 07:30:00,0,0,0,0,0,0,0,0
01/01/2013 08:00:00,01/01/2013 08:00:00,0,0,0,0,0,0,0,0
01/01/2013 08:30:00,01/01/2013 08:30:00,0,0,0,0,0,0,0,0
01/01/2013 09:00:00,01/01/2013 09:00:00,0,0,0,0,0,0,0,0
01/01/2013 09:30:00,01/01/2013 09:30:00,0,0,0,0,0,0,0,0
01/01/2013 10:00:00,01/01/2013 10:00:00,0,0,0,0,0,0,0,0
01/01/2013 10:30:00,01/01/2013 10:30:00,0,0,0,0,0,0,0,0
01/01/2013 11:00:00,01/01/2013 11:00:00,0,0,0,0,0,0,0,0
01/01/2013 11:30:00,01/01/2013 11:30:00,0,0,0,0,0,0,0,0
01/01/2013 12:00:00,01/01/2013 12:00:00,0,0,0,0,0,0,0,0
01/01/2013 12:30:00,01/01/2013 12:30:00,0,0,0,0,0,0,0,0
01/01/2013 13:00:00,01/01/2013 13:00:00,0,0,0,0,0,0,0,0
01/01/2013 13:30:00,01/01/2013 13:30:00,0,0,0,0,0,0,0,0
01/01/2013 14:00:00,01/01/2013 14:00:00,0,0,0,0,0,0,0,0
01/01/2013 14:30:00,01/01/2013 14:30:00,0,0,0,0,0,0,0,0
01/01/2013 15:00:00,01/01/2013 15:00:00,0,0,0,0,0,0,0,0
01/01/2013 15:30:00,01/01/2013 15:30:00,0,0,0,0,0,0,0,0
01/01/2013 16:00:00,01/01/2013 16:00:00,0,0,0,0,0,0,0,0
01/01/2013 16:30:00,01/01/2013 16:30:00,0,0,0,0,0,0,0,0
01/01/2013 17:00:00,01/01/2013 17:00:00,0,0,0,0,0,0,0,0
01/01/2013 17:30:00,01/01/2013 17:30:00,0,0,0,0,0,0,0,0
01/01/2013 18:00:00,01/01/2013 18:00:00,0,0,0,0,0,0,0,0
01/01/2013 18:30:00,01/01/2013 18:30:00,0,0,0,0,0,0,0,0
01/01/2013 19:00:00,01/01/2013 19:00:00,0,0,0,0,0,0,0,0
01/01/2013 19:30:00,01/01/2013 19:30:00,0,0,0,0,0,0,0,0
01/01/2013 20:00:00,01/01/2013 20:00:00,0,0,0,0,0,0,0,0
01/01/2013 20:30:00,01/01/2013 20:30:00,0,0,0,0,0,0,0,0
01/01/2013 21:00:00,01/01/2013 21:00:00,0,0,0,0,0,0,0,0
01/01/2013 21:30:00,01/01/2013 21:30:00,0,0,0,0,0,0,0,0
01/01/2013 22:00:00,01/01/2013 22:00:00,0,0,0,0,0,0,0,0
01/01/2013 22:30:00,01/01/2013 22:30:00,0,0,0,0,0,0,0,0
01/01/2013 23:00:00,01/01/2013 23:00:00,0,0,0,0,0,0,0,0
01/01/2013 23:30:00,01/01/2013 23:30:00,0,0,0,0,0,0,0,0
02/01/2013 00:00:00,02/01/2013 00:00:00,0,0,0,0,0,0,0,0
